twitter,ADE_or_not
" Medical student died after taking banned weight loss drug bought online: She was prescribed anti-depressant Fluoxetine, but had bee...",0
"@UberFacts Squirtle, lozenge, builder, umph. #RhymeSkills, kinda.",0
@TrixxsBitches Be completely honest with them about your concerns. It's your health! Have you talked to people on Humira to find out more?,0
"@adamfeuerstein Kynamro final efficacy data was far below what we saw in early efficacy trials, too. $ISIS",0
@CaroleWhelan I'm mostly able to manage the pain without having to take m/any prescription drugs - today was a bad baclofen & codeine day,0
"@imanhaddi yes, it is. You're on Humira, right? Is it working as you'd hoped?",0
Took a trazodone without a splash of vodka and now I'm worried that it won't work.,0
"Question: recently I have been hyper-sensitive to different textures, does anyone know if this is a bipolar / lamotrigine thing??",1
Just listening to music..its my nicotine.,0
Feeling the effects of oxymetazoline with venlafaxine :(,0
"Paxil raps. JihaD RT “@TerenceJr: Cole really got a song called ""Let Nas Down."" I cant bruh. I'm gonna snooze thru that shit so nicely”",0
My GP should write on the Venlafaxine prescription Avoid #TheVillage.,0
When you start talkin I hear the prozac,0
"- i guess i'm gonna pop a trazodone, smoke this bowl and sleep.",0
Report: a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pts with severe obesity. http://nej.md/11MAcpw ,0
I want to be throat cuddled by a giant lozenge,0
@xxSarriexx nope! For some reason it's 1 tablet 3 times a day... And 150mg venlafaxine xr in the morning. Xx,0
Eat a 300mg seroquel and try to stay awake all night,0
@rawarrior @GinaRClark That is fantastic and unheard of. They tried to charge me $1700 a shot for Enbrel and I needed 4 a month.  #rheum,0
"Sort of nostalgic for the time in my life when I didn't know how to pronounce the word ""lozenge."" It was a time of mystery.",0
"@DoctorChristian humira injection psoriasis,gone2 board&funding!chief pharmacist reject cause derm doc not tried accetrine!can he do this?",0
I gat a taste for #cymbalta all these commercial they shown,0
17 of the top 20 prescribers of the blood pressure drug Bystolic have received speaking fees from its maker.http://propub.ca/11WKC50 ,0
ORENCIA® (abatacept) Shows Comparable Efficacy to Humira® (adalimumab) in Year Two Data from Head-to-Head Study in Patients with Moderate...,0
@Ana_Ednos the tramadol isn't mine the Quetiapine is,0
"@vyvansethoughts Finals Week consists of the 3 -ine's: Caffeine, Nicotine, and Amphetamine.",0
@one2threekatie that's what happened to me with the cymbalta,0
giving you dome on trazodone,0
@bettieriot and paroxetine now than theyh were then.,0
Nicotine withdrawals #2DaysDown #ForeverToGo #headache #irritable #toomanyhashtags #makeitstop,1
[Clinical Trials] AbbVie Study Assesses Role of Predefined Doses of Methotrexate When Used With Humirahttp://dlvr.it/3WCcrC ,0
"Gotta thank The Lord for the weed and the nicotine, I can't sleep close my eyes and see wicked things",0
Once the lozenge puts the cough to rest. Peroxide in my fuckin' chest. A dollop in the water and I'm dropping into consciousness.,0
08.59 day 17 Rivaroxaban diary. A doctor will 'phone me back about lunchtime. I'm minded to take myself off rvrxbn as side effects worsen.,0
TRAZODONE IS NASTY AS FUCK WHEN IT TOUCHES YOUR TONGUE,0
Exams+vyvanse= OWNED BITCH,0
@tomd5000 god tell me about it I was a methotrexate and Humira they have me horrid side effects...I feel horrid today tho,1
"@latentexistence Cyclizine, imigran, naproxen and duloxetine, codeine, paracetamol.... C-C-C-C-Caffeine #gettinguphitofthesummer",0
@Snuff_Smith I think Cymbalta is a combo of a bunch of other drugs. Was just talking with someone else about this earlier,0
@CrazyRxMan levaquin tid? Yikes,0
Venlafaxine is not my friend...,0
"@MelissaDee_ @_connectedcare @PhilipGardiner I definitely wish I was more comfortable w them, it would make the weekly Enbrel a lot easier.",0
At humira's house,0
@Gatorguy stay positive bro. Hey did you check into getting that Humira free from the abbott company?,0
@LesbianGaze you need to take cymbalta on a regular schedule for a couple of months to see a lasting effect.,0
I won't tryna be on Boniva at the age of 25 years old,0
@doctorchristian I take olanzapine and have a permanent dry mouth what can I do to help it,1
FDA rejects NDA for Xarelto to prevent stent thrombosis in ACS patients. (Story to follow in the pm.),0
TRAMPEZE showed that zoledronic acid and strontium-89 had no significant effect on clinical progression free survival. #ASCO,0
I can only get 14 days supply of olanzapine at a time,0
@deltrimental @Scribble_Dragon comedown is hell. When I went cold turkey from Effexor it was about two weeks before the zap noises stopped,0
oh shit i forgot to take my seroquel is it even worth it to go back downstairs to take it....,0
@southkirk @PositiveAboutMS Thinking it might be the baclofen doing it.Only on a low dose though.Broken sleep is a nightmare.#MSFatigue,1
My old bottle of 100 mg pills vs my new 200 mg one... #epilepsy #meds #lamictal #epilepsyprobs #seizure #pillspic.twitter.com/mReMP4Cq0e,0
I pop'em with seroquel like glue I'm stuck,0
its your third visit in 2 weeks for priapism and you're still taking trazodone @ERProblem,1
my trazodone has b een ready since tuesday but we havent gone to pick it up yet n probably wont get to til this weekend and im in hell,0
"when #HEATNATION comes to play, they are better than prozac, when they don't like the side effects lol! #LETSGOHEAT",0
"@Marcia790 @Fact  *Buys rope, bins Prozac*",0
@laylaanwar @Rafiq_al_Taneen Diagnose: Confused Psychotic & bipolar (manic) Jihad-Leftie: 2 months on Zyprexa in Khomeini-free environment,0
@IntuitiveGal1 because 2 days probably isn't enough to really notice if it helping you yet. You could go back on 1/2 the Lamictal.,0
"@sometimesiswirl not at all! I'm an open book. Paxil, klonopin and Xanax",0
Anyone else on Enbrel able to get off of it? #rheum,0
Please stop smoking. Try going to sauna for 3 days row and feel the nicotine flow out of your body,0
"@Iman8802 Remicade until I developed antibodies to it around 2005. Started Humira same year, so 8 years. You're in Great Britain?",0
"@LilithNOT17 I am on 800mg of Quetiapine daily, and have been for many years.",0
Getting #Tysabri - my BP is 159/102 pre-infusion. Ummm I don’t think that’s good… lol,0
"Side Effects of Levaquin, Cipro May Increase Risk of Kidney Injuries: Study #News #WarningsandStudies #Antibiotics",0
"I don't get how my doctor recommended me humira when the fucking side affects are worst than what I already have, ""may cause cancer""",0
Gawd I missed taking my Cymbalta last nite...not good;p   Running to Drug Store fast!,0
I just took an addy and a vyvanse so basically I'm going to be cleaning for the next 8 hours.,0
@radioheadlyrics 'I won't be around...when you really need me.' Lozenge of Love - one of my favorite #Radiohead songs.,0
Being yummy helps too... RT @UberFacts: Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac.,0
#dispatches definatly throwing all my victoza in the bin after watching this,0
Depressions hurts. cymbalta can help. Where's my cymbalta?,0
Taking a 60mg vyvanse was pointless for a 90 minute test...,0
"euthyrox100 before breakfast, metoprolol tartrate after breakfast - lifetime partner!!!",0
@Dan_Dickerson ~ Sorry to bring this up again; Can u do something about Price eating on air? Maybe it's a throat lozenge? Still annoying.,0
No. 2 is #depressed. Do I a) tell her it will be ok b) slip her some of my #Venlafaxin or c) tell her the truth - #lifesucks deal with it.,0
@Eqinnastra all the time! I took trazodone last night and it really helped- but it was difficult to wake up :-/,1
My sleep schedule is all fucked up and Pristiq is making me gain weight and I DON'T LIKE THIS,1
@xNicoleJadex ive taken in the last 24 hours 800 mgs of seroquel and at least 15 of valium... i napped some,0
"04.46 day 23 rivaroxaban diary. Much better than yesterday. Still neck, back, hip, and leg aches but not so intense.",1
@kyleecakes4 I was given like 5mg of Abilify and I still do not recall the dosage of Trazodone.,0
They gave me some damn fluoxitine talking bout you Bipolar I threw them pills and walked out that place lol,0
OD on fluoxetine is really easy lol,0
Seroquel is weird dont ever let em prescribe you it. Ok just don't and you'll be okay,0
"So, yesterday I asked my dad how to spell lozenge, because I had forgot, the way this man answered me was like bitch, you should have known.",0
"Popular antidepressants Zoloft, Prozac and Paxil can lower libido and prevent orgasms",0
@Cloud_Division 10mg fluoxetine only comes it liquid form and it's vile so jokes on them,0
"@Kait_McGaff143 depression hurts, cymbalta can help",0
My wish to sleep will be granted by quetiapine. In half an hour. This'll take a while.,0
@Swankster123 lamictal. Its amazing. Lol,0
Questions about your #Cipro prescription? Visit our discussion board! http://bit.ly/11mBIBC,0
@Jake_Anderson44 you are not triply from vyvanse you dumbass.,0
"It feels like we're all living in a Prozac nation, the United States of depression",0
I have to figure out if its the pristiq or sonata.,0
“@sglovesmb: @ChillTFOut_ screw cymbalta” exactly.,0
~Fangirlea~ ME SIGUE CIPRO SDKJDFHKJFDHKJ XDDD!!!,0
more then likely better. paxil has helped me a lot,0
I need cymbalta,0
Vyvanse and seroquel #TwoThingsThatDontMixWell,1
First night without seroquel and my sleep pattern has already turned to shit!,0
Nicotine always makes me get out of a bad mood,0
"""better Prosecco than Prozac, that's my motto!"" mine too, sweetheart.",0
@ConsilienceDVO already tried that. looks like im gonna have to take a bunch of seroquel.,0
"Drugs in the fluoroquinolone class:ciprofloxacin, gatifloxacin, gemifloxacin, levofloxacin, moxifloxacin & norfloxacin; risk for kidney pbms",0
News: Takeda Type 2 Diabetes Therapies NESINA alogliptin and FixedDose Combinations KAZANO alogliptin and metformi... http://ow.ly/2xGuGJ ,0
Lurasidone Gains New Indication for Bipolar Depression: The U.S. Food and Drug Administration (FDA) has approv... http://bit.ly/17J3Nou ,0
Slept through the night for the first time in six weeks after making my mother prescribe Trazodone. What a goddamn relief. #selfdiagnosis,0
@CrohnsSoldier How is the Humira? The Remicaide doesn't seem to be doing much,0
@tlmpsy Thanks!!! Are you switching to Enbrel?,0
"Due to the PML risk, Tysabri is recommended for patients who have had an inadequate response to, or cannot tolerate, an alternate therapy.",0
@mollylambert twenty-five or ciprofloxacin,0
"@caitbeeguess No, you're not. You have an obsession. Cymbalta can help.",0
My mom's friend asked what workout I do to keep my stomach so flat. When I told her Vyvanse and coffee she didn't look too pleased. ,0
"@pseudodeviant i clock in at 16 stone (added 1 stone since quetiapine) and according to that BMI thing I'm obese, which I'm clearly not.",1
"THIS---> “Mental illness is so much more complicated than any pill that any mortal could invent.” ― Elizabeth Wurtzel, Prozac Nation",0
@Mrs_KittyO @Bella_astre have had zopiclone when I'm in a bad patch. Even two of max dose only just helped. Quetiapine has been lifesaver.,0
JBJS Case Connector: Bleeding risks associated with Pradaxa carry potentially serious orthopaedic consequences http://bit.jbjs.org/13m15ay .,0
"Going to take a ""Prozac""",0
Being home 1 day and trying to explain my meds to mom. #Effexor #hydroxyzine #trazodone #VitaminD #multivitamin #Ativan #Meds #yuup #shiiiit,0
"@SKRDad it's all about the long view, right? Humira has side effects for a few days, but totally worth it!",0
who wants 2 buy nicotine lozenges frum me!! all the high of a cigarette without the smoke!!!!!,0
@SpicyNyx Next psych appt am gonna ask for this. I HATE seroquel but p doc thinks it's miraculous #screwyouseroquel,0
"9a. Antibiotics such as Ciprofloxacin (Ciprotab),  norfloxacin, and other quinolones. (Ask your pharmacist for other medicines in this class",0
"Funny, when markets up 200 @CNBC can't stop cheerleading the HFT algo's, down 125 & they're almost in tears & in need of a Cymbalta script",0
"fluoxetine is SHIT my doctor is SHIT, I know what tablets i need but he won't give them to me UGH",0
"@gallantilom sorry about the throat. Get a lozenge (Dequadine,strepsils,medica,menthodex or any other good one)",0
